Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4,Nuance 5,Prénom candidat 5,Nom candidat 5,Liste 5,Nombre de voix 5,Nuance 6,Prénom candidat 6,Nom candidat 6,Liste 6,Nombre de voix 6,Nuance 7,Prénom candidat 7,Nom candidat 7,Liste 7,Nombre de voix 7
31,NORD-PAS-DE-CALAIS,59,NORD,13,63371,41532,39765,1767,"65,54",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",20423,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",11840,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,7502,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,14,72258,50771,48078,2693,"70,26",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",21539,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",17271,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9268,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,15,72049,48499,45979,2520,"67,31",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",22334,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",15351,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8294,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,16,79996,50506,48290,2216,"63,14",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",29122,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",9272,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9896,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,17,72907,47094,45334,1760,"64,59",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",24002,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",12742,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8590,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,18,77716,50897,48469,2428,"65,49",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",22990,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",15388,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,10091,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,19,78058,48639,46692,1947,"62,31",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",27604,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",8872,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,10216,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,20,80454,47654,45558,2096,"59,23",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",24630,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",10644,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,10284,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,21,76149,46190,44329,1861,"60,66",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",21348,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",14605,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8376,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,22,74133,51664,48512,3152,"69,69",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",25372,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",13283,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9857,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,23,64805,39545,38183,1362,"61,02",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",17747,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",9203,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,11233,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,59,NORD,24,64310,41151,39094,2057,"63,99",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",18364,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",11635,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9095,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,60,OISE,1,75838,52882,50988,1894,"69,73",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,21553,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,19116,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,10319,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,60,OISE,2,80638,54034,52084,1950,"67,01",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,20592,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,20287,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,11205,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,60,OISE,3,64724,39992,38869,1123,"61,79",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,19315,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,11514,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,8040,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,60,OISE,4,84141,52306,50961,1345,"62,16",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,19125,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,23479,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,8357,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,60,OISE,5,66764,43360,42057,1303,"64,95",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,18910,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,14852,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,8295,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,60,OISE,6,70105,46291,45040,1251,"66,03",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,19061,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,16227,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,9752,,,,,,,,,,,,,,,,,,,,
22,PICARDIE,60,OISE,7,70041,45845,44489,1356,"65,45",SOC-COM-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,21130,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,13430,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,9929,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,61,ORNE,1,70926,46382,44631,1751,"65,39",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",18419,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",20478,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,5734,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,61,ORNE,2,69186,43520,41638,1882,"62,9",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",14761,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",18461,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,8416,,,,,,,,,,,,,,,,,,,,
25,BASSE-NORMANDIE,61,ORNE,3,73308,48825,47028,1797,"66,6",SOC-COM-autreG,PHILIPPE,DURON,"LISTE BASSE-NORMANDIE, GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS, LE PCF ET LE MRC",20185,UMP,RENE,GARREC,"RENE GARREC, LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC",19719,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,7124,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,1,78259,56260,53607,2653,"71,89",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",25712,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",18385,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9510,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,2,74136,51864,49547,2317,"69,96",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",26130,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",14592,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8825,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,3,73510,55615,52648,2967,"75,66",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",24346,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",19033,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9269,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,4,77146,52202,49435,2767,"67,67",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",22027,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",19269,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8139,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,5,63131,40533,38926,1607,"64,2",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",21312,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",10728,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,6886,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,6,71488,45105,43364,1741,"63,09",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",22970,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",12830,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,7564,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,7,82038,49872,47230,2642,"60,79",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",24382,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",13401,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9447,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,8,67997,46012,43742,2270,"67,67",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",22756,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",13112,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,7874,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,9,79840,54147,51471,2676,"67,82",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",28243,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",13699,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9529,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,10,72315,44134,42145,1989,"61,03",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",25803,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",7920,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8422,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,11,92723,60402,57863,2539,"65,14",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",32362,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",11638,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,13863,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,12,77719,47394,45332,2062,"60,98",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",28717,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",6324,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,10291,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,13,71532,43982,42377,1605,"61,49",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",25173,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",6104,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,11100,,,,,,,,,,,,,,,,,,,,
31,NORD-PAS-DE-CALAIS,62,PAS-DE-CALAIS,14,74450,45809,44305,1504,"61,53",SOC-COM-ECO,DANIEL,PERCHERON,"RESISTER AGIR AVANCER A GAUCHE, POUR LE NORD-PAS DE CALAIS",25918,UMP,J.PAUL,DELEVOYE,"LE NORD - PAS-DE-CALAIS, J'Y CROIS!",6815,FN,CARI,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,11572,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,63,PUY-DE-DOME,1,59027,37951,36508,1443,"64,29",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",21457,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,15051,,,,,,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,63,PUY-DE-DOME,2,72984,50321,48362,1959,"68,95",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",27789,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,20573,,,,,,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,63,PUY-DE-DOME,3,72246,50235,48480,1755,"69,53",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",23156,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,25324,,,,,,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,63,PUY-DE-DOME,4,74358,51979,50107,1872,"69,9",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",27804,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,22303,,,,,,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,63,PUY-DE-DOME,5,64786,45344,43131,2213,"69,99",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",23638,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,19493,,,,,,,,,,,,,,,,,,,,,,,,,
83,AUVERGNE,63,PUY-DE-DOME,6,85054,62787,60443,2344,"73,82",SOC-COM-ECO,P.JOEL,BONTE,"AVEC PIERRE-JOEL BONTE, VIVONS L'AUVERGNE SOLIDAIRE",33318,UDF-UMP,VALERY,GISCARD D'ESTAING,LISTE UNION POUR L'AUVERGNE,27125,,,,,,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,64,PYRENEES-ATLANTIQUES,1,66800,44502,42777,1725,"66,62",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",24515,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,14212,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,4050,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,64,PYRENEES-ATLANTIQUES,2,70780,50119,47738,2381,"70,81",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",26595,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,16632,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,4511,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,64,PYRENEES-ATLANTIQUES,3,77369,54996,52498,2498,"71,08",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",31049,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,16720,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,4729,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,64,PYRENEES-ATLANTIQUES,4,78786,56651,53296,3355,"71,9",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",28662,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,20900,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,3734,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,64,PYRENEES-ATLANTIQUES,5,77671,49973,47575,2398,"64,34",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",25987,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,17605,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,3983,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,64,PYRENEES-ATLANTIQUES,6,86768,53635,50807,2828,"61,81",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",24741,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,21905,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,4161,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,65,HAUTES-PYRENEES,1,59118,39693,37280,2413,"67,14",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,23514,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",10351,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,3415,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,65,HAUTES-PYRENEES,2,60617,41826,38292,3534,69,SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,20138,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",13768,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,4386,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,65,HAUTES-PYRENEES,3,50883,34038,32070,1968,"66,89",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,19673,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",8948,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,3449,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,66,PYRENEES-ORIENTALES,1,60928,39683,37943,1740,"65,13",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,18012,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,13140,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",6791,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,66,PYRENEES-ORIENTALES,2,88085,62820,59761,3059,"71,32",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,28710,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,20422,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",10629,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,66,PYRENEES-ORIENTALES,3,62490,42094,40065,2029,"67,36",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,21194,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,13689,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",5182,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,66,PYRENEES-ORIENTALES,4,81796,57733,54674,3059,"70,58",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,30173,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,15688,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",8813,,,,,,,,,,,,,,,,,,,,
