Numéro de département,Département,Numéro de commune,Nom de commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Radicaux gauche,Divers gauche,Ecolo,UDF,RPR,Droite Unie : RPR-UDF,Divers droite,Divers,Front national
68,HAUT RHIN,376,Wittenheim,8455,6625,6139,0,410,2144,0,0,340,701,1263,0,306,0,975
69,RHONE,27,Brignais,5050,4154,4031,47,273,1115,0,0,164,1177,734,0,61,0,460
69,RHONE,29,Bron,22090,16552,16026,156,1246,4795,0,0,769,3094,2918,0,610,0,2438
69,RHONE,34,Caluire-et-Cuire,25946,20575,20178,139,887,5266,0,0,897,5684,5026,0,100,0,2179
69,RHONE,81,Ecully,11504,9047,8881,41,228,1906,0,0,299,3078,2392,0,41,0,896
69,RHONE,89,Francheville,6586,5232,5118,29,229,1458,0,0,255,1284,1312,0,31,0,520
69,RHONE,91,Givors,11503,8000,7727,105,2330,1916,0,0,317,825,1255,0,43,0,936
69,RHONE,123,Lyon,242399,177506,171755,1535,10021,45575,0,0,6988,42029,43653,0,1033,0,20921
69,RHONE,149,Oullins,17285,12518,12235,108,1257,4214,0,0,533,2394,2521,0,58,0,1150
69,RHONE,152,Pierre-Bénite,4973,3754,3610,57,996,897,0,0,152,578,522,0,29,0,379
69,RHONE,199,Saint-Fons,8050,5689,5502,104,1037,1906,0,0,243,616,699,0,39,0,858
69,RHONE,202,Sainte-Foy-lès-Lyon,13497,10839,10664,68,411,2656,0,0,516,3082,2808,0,69,0,1054
69,RHONE,204,Saint-Genis-Laval,9541,7597,7428,63,492,2032,0,0,324,1833,1778,0,52,0,854
69,RHONE,243,Tarare,6898,5177,4998,78,234,1505,0,0,213,1697,906,0,23,0,342
69,RHONE,244,Tassin-la-Demi-Lune,9529,7763,7600,50,244,1827,0,0,303,2104,2255,0,39,0,778
69,RHONE,256,Vaulx-en-Velin,18088,11532,11193,198,2577,2952,0,0,469,1210,1669,0,114,0,2004
69,RHONE,259,Vénissieux,31249,20985,20353,324,5603,5546,0,0,787,2351,2684,0,180,0,2878
69,RHONE,264,Villefranche-sur-Saône,14967,11160,10731,175,726,3080,0,0,416,2784,1937,0,71,0,1542
69,RHONE,266,Villeurbanne,60215,47018,45719,465,3727,16671,0,0,1977,7761,8616,0,287,0,6215
69,RHONE,275,Décines-Charpieu,12193,9119,8885,94,947,3084,0,0,342,1395,1655,0,62,0,1306
69,RHONE,282,Meyzieu,15510,12078,11704,117,823,4254,0,0,496,1965,2002,0,132,0,1915
69,RHONE,286,Rillieux-la-Pape,16247,11521,11174,145,701,3217,0,0,442,2432,1865,0,362,0,2010
69,RHONE,290,Saint-Priest,22031,16170,15591,182,1610,5204,0,0,608,2381,2483,0,136,0,2987
70,HAUTE SAONE,285,Héricourt,5643,4364,4124,0,584,1835,0,0,0,0,0,1304,0,0,401
70,HAUTE SAONE,310,Lure,4842,3998,3817,0,288,1374,0,0,0,0,0,1624,0,0,531
70,HAUTE SAONE,311,Luxeuil-les-Bains,5431,4282,4010,0,246,1607,0,0,0,0,0,1712,0,0,445
70,HAUTE SAONE,550,Vesoul,9009,7266,6944,0,398,2488,0,0,0,0,0,3377,0,0,681
71,SAONE ET LOIRE,14,Autun,11881,9256,8661,169,424,2806,0,131,0,3769,665,0,0,0,697
71,SAONE ET LOIRE,76,Chalon-sur-Saône,31315,23413,22531,361,2068,7329,0,334,0,1958,8767,0,0,0,1714
71,SAONE ET LOIRE,153,Le Creusot,18837,14464,13649,247,1774,4613,0,302,0,3314,2437,0,0,0,962
71,SAONE ET LOIRE,176,Digoin,6108,4433,4198,148,661,1389,0,63,0,905,720,0,0,0,312
71,SAONE ET LOIRE,230,Gueugnon,6450,4982,4698,128,583,1911,0,108,0,898,828,0,0,0,242
71,SAONE ET LOIRE,270,Mâcon,20805,14675,13964,230,833,5332,0,337,0,3136,2867,0,0,0,1229
71,SAONE ET LOIRE,306,Montceau-les-Mines,17791,12023,11529,226,1592,3140,0,416,0,1834,3580,0,0,0,741
71,SAONE ET LOIRE,342,Paray-le-Monial,7195,5288,5029,117,535,1470,0,144,0,1704,772,0,0,0,287
71,SAONE ET LOIRE,486,Saint-Vallier,7060,5119,4915,114,1034,1387,0,230,0,715,1160,0,0,0,275
72,SARTHE,3,Allonnes,9149,6386,6077,182,2291,1371,0,0,0,0,0,1812,139,0,282
72,SARTHE,132,La Ferté-Bernard,6329,4671,4408,91,489,1375,0,0,0,0,0,2073,157,0,223
72,SARTHE,154,La Flèche,9913,7927,7465,119,413,2644,0,0,0,0,0,3492,324,0,473
72,SARTHE,181,Le Mans,97006,72307,69891,1175,19139,17120,0,0,0,0,0,27229,2063,0,3165
72,SARTHE,264,Sablé-sur-Sarthe,7823,6117,5756,105,473,1383,0,0,0,0,0,3158,308,0,329
73,SAVOIE,8,Aix-les-Bains,15512,11775,11398,0,593,2881,0,0,0,0,0,5478,0,961,1485
73,SAVOIE,11,Albertville,10108,7274,7009,0,692,1772,0,0,0,0,0,3385,0,478,682
73,SAVOIE,65,Chambéry,29420,21832,21182,0,1533,6851,0,0,0,0,0,9498,0,1085,2215
73,SAVOIE,248,Saint-Jean-de-Maurienne,4802,3650,3489,0,257,1212,0,0,0,0,0,1533,0,148,339
74,HAUTE SAVOIE,10,Annecy,28754,20195,19720,0,796,4429,0,1537,617,6658,2486,0,835,610,1752
74,HAUTE SAVOIE,11,Annecy-le-Vieux,9591,7248,7072,0,268,1442,0,575,280,2518,889,0,199,380,521
74,HAUTE SAVOIE,12,Annemasse,13275,9519,9209,0,384,1045,0,2328,249,2379,1215,0,360,252,997
74,HAUTE SAVOIE,81,Cluses,7573,5434,5255,0,249,974,0,532,173,1127,842,0,268,176,914
74,HAUTE SAVOIE,93,Cran-Gevrier,7072,5292,5103,0,253,1054,0,1126,208,1242,526,0,140,131,423
74,HAUTE SAVOIE,133,Gaillard,4932,2853,2812,0,130,378,0,450,82,823,489,0,101,72,287
74,HAUTE SAVOIE,256,Sallanches,6181,4501,4316,0,179,858,0,220,135,1395,576,0,346,161,446
74,HAUTE SAVOIE,268,Seynod,6576,4905,4758,0,262,1347,0,396,167,1397,463,0,166,184,376
74,HAUTE SAVOIE,281,Thonon-les-Bains,16909,12587,12060,0,427,2024,0,1163,552,3660,1778,0,429,903,1124
75,PARIS,100,,1250489,924540,908586,10899,44596,272176,0,0,28920,107855,316986,0,27555,0,99599
76,SEINE MARITIME,57,Barentin,7955,6197,5920,193,664,2810,0,100,164,0,0,1689,0,0,300
76,SEINE MARITIME,95,Bihorel,6716,5433,5271,66,250,1743,0,60,184,0,0,2572,0,0,396
76,SEINE MARITIME,108,Bois-Guillaume,7369,6135,6004,50,181,1503,0,65,199,0,0,3525,0,0,481
76,SEINE MARITIME,114,Bolbec,8301,6297,5973,232,1105,2070,0,85,172,0,0,1944,0,0,365
76,SEINE MARITIME,157,Canteleu,8492,6229,6008,157,1105,2297,0,83,197,0,0,1748,0,0,421
76,SEINE MARITIME,165,Caudebec-lès-Elbeuf,6713,4468,4285,121,433,1672,0,65,123,0,0,1530,0,0,341
76,SEINE MARITIME,212,Darnétal,6168,4273,4109,126,715,1378,0,59,122,0,0,1448,0,0,261
76,SEINE MARITIME,216,Déville-lès-Rouen,7659,5340,5159,136,738,1874,0,74,166,0,0,1861,0,0,310
76,SEINE MARITIME,217,Dieppe,24945,19248,18425,479,3663,5520,0,257,513,0,0,6949,0,0,1044
76,SEINE MARITIME,231,Elbeuf,8931,6384,6086,213,637,2338,0,95,170,0,0,2097,0,0,536
76,SEINE MARITIME,259,Fécamp,14337,10428,10012,337,857,3637,0,103,273,0,0,4276,0,0,529
76,SEINE MARITIME,305,Gonfreville-l'Orcher,6180,4752,4594,147,2122,1133,0,73,144,0,0,674,0,0,301
76,SEINE MARITIME,319,Grand-Couronne,6210,4753,4582,117,1180,1619,0,67,136,0,0,1217,0,0,246
76,SEINE MARITIME,322,Le Grand-Quevilly,20053,16180,15594,346,1348,9524,0,183,448,0,0,2995,0,0,750
76,SEINE MARITIME,341,Harfleur,5555,4565,4410,114,1273,1347,0,68,168,0,0,1144,0,0,296
76,SEINE MARITIME,351,Le Havre,127505,90428,87090,1615,18317,25209,0,1231,2921,0,0,29997,0,0,7800
76,SEINE MARITIME,384,Lillebonne,6198,4671,4516,116,344,2021,0,62,212,0,0,1542,0,0,219
76,SEINE MARITIME,410,Maromme,8095,6091,5871,131,1624,1770,0,64,158,0,0,1853,0,0,271
76,SEINE MARITIME,447,Montivilliers,10605,7896,7646,179,1019,2823,0,122,282,0,0,2683,0,0,538
76,SEINE MARITIME,451,Mont-Saint-Aignan,11848,9187,8988,83,376,2642,0,138,286,0,0,4883,0,0,580
76,SEINE MARITIME,484,Oissel,7173,5370,5173,125,1576,1426,0,75,168,0,0,1485,0,0,318
76,SEINE MARITIME,498,Le Petit-Quevilly,13310,9662,9284,304,1861,3595,0,130,278,0,0,2492,0,0,624
76,SEINE MARITIME,540,Rouen,59438,44778,43410,770,2818,14127,0,524,1430,0,0,20749,0,0,2992
76,SEINE MARITIME,561,Saint-Aubin-lès-Elbeuf,5386,4256,4092,92,366,1594,0,76,119,0,0,1526,0,0,319
76,SEINE MARITIME,575,Saint-Etienne-du-Rouvray,18807,13286,12820,338,3314,4755,0,156,424,0,0,3033,0,0,800
76,SEINE MARITIME,681,Sotteville-lès-Rouen,20754,15260,14708,309,1864,6363,0,167,429,0,0,4773,0,0,803
76,SEINE MARITIME,758,Yvetot,7601,5807,5523,164,280,2335,0,56,142,0,0,2353,0,0,193
77,SEINE ET MARNE,14,Avon,8874,6286,6106,69,306,1650,0,0,188,0,2288,0,922,0,683
77,SEINE ET MARNE,53,Brie-Comte-Robert,5900,4522,4298,76,306,1409,0,0,117,0,793,0,1059,0,538
77,SEINE ET MARNE,83,Champs-sur-Marne,9319,6958,6760,79,994,2206,0,0,299,0,860,0,1479,0,843
77,SEINE ET MARNE,108,Chelles,27368,19288,18519,256,2307,5670,0,0,538,0,3484,0,3453,0,2811
77,SEINE ET MARNE,122,Combs-la-Ville,9500,7526,7317,92,631,2591,0,0,276,0,1216,0,1726,0,785
77,SEINE ET MARNE,131,Coulommiers,7434,5153,4833,154,372,1459,0,0,163,0,947,0,1169,0,569
77,SEINE ET MARNE,152,Dammarie-les-Lys,10492,7576,7331,110,975,2060,0,0,218,0,2621,0,754,0,593
77,SEINE ET MARNE,186,Fontainebleau,10144,7546,7309,84,214,1477,0,0,204,0,3233,0,1310,0,787
77,SEINE ET MARNE,243,Lagny-sur-Marne,10422,7597,7350,100,537,2063,0,0,260,0,2404,0,1095,0,891
77,SEINE ET MARNE,284,Meaux,22040,15542,14856,311,1101,5001,0,0,456,0,2593,0,3452,0,1942
77,SEINE ET MARNE,285,Le Mée-sur-Seine,9277,6662,6390,104,458,2250,0,0,230,0,1105,0,1544,0,699
77,SEINE ET MARNE,288,Melun,19883,13432,12900,197,782,3782,0,0,403,0,3358,0,2851,0,1527
77,SEINE ET MARNE,294,Mitry-Mory,9702,6838,6630,118,1927,1522,0,0,218,0,655,0,1111,0,1079
77,SEINE ET MARNE,305,Montereau-Fault-Yonne,8800,6522,6177,172,1113,1458,0,0,158,0,649,0,1831,0,796
77,SEINE ET MARNE,333,Nemours,5944,4276,4072,86,307,1097,0,0,148,0,1558,0,431,0,445
77,SEINE ET MARNE,337,Noisiel,6463,4703,4525,75,426,1895,0,0,150,0,488,0,963,0,528
77,SEINE ET MARNE,350,Ozoir-la-Ferrière,7784,5944,5768,86,447,1788,0,0,214,0,890,0,1585,0,758
77,SEINE ET MARNE,373,Pontault-Combault,11428,8633,8358,71,636,3407,0,0,222,0,1199,0,1822,0,1001
77,SEINE ET MARNE,379,Provins,6986,4972,4746,103,522,1090,0,0,144,0,1555,0,790,0,542
77,SEINE ET MARNE,390,Roissy-en-Brie,8856,6523,6306,79,583,2423,0,0,299,0,801,0,1295,0,826
77,SEINE ET MARNE,407,Saint-Fargeau-Ponthierry,6255,4430,4282,60,274,1166,0,0,164,0,1340,0,829,0,449
77,SEINE ET MARNE,445,Savigny-le-Temple,6448,4853,4708,76,488,1952,0,0,167,0,639,0,894,0,492
77,SEINE ET MARNE,468,Torcy,6369,4761,4581,72,479,1647,0,0,189,0,649,0,1000,0,545
77,SEINE ET MARNE,479,Vaires-sur-Marne,7570,5584,5380,44,501,1770,0,0,197,0,1006,0,1146,0,716
77,SEINE ET MARNE,514,Villeparisis,10011,7151,6880,107,1235,1849,0,0,236,0,1019,0,1228,0,1206
78,YVELINES,5,Achères,8519,6215,6033,91,1144,1922,27,0,200,334,1366,0,303,0,646
78,YVELINES,15,Andrésy,7580,5861,5707,54,272,2108,49,0,168,446,1496,0,559,0,555
78,YVELINES,29,Aubergenville,5819,4036,3917,69,244,1481,12,0,116,170,1043,0,286,0,496
78,YVELINES,73,Bois-d'Arcy,6630,5332,5196,62,362,1637,41,0,176,411,1536,0,506,0,465
78,YVELINES,123,Carrières-sous-Poissy,3790,2924,2856,61,326,841,17,0,75,201,724,0,185,0,426
78,YVELINES,124,Carrières-sur-Seine,6115,4695,4575,26,429,1364,30,0,127,662,1028,0,375,0,534
78,YVELINES,126,La Celle-Saint-Cloud,15176,11215,11082,59,395,3239,86,0,267,1387,3627,0,1070,0,952
78,YVELINES,138,Chanteloup-les-Vignes,3418,2274,2177,54,158,706,17,0,59,260,438,0,188,0,297
78,YVELINES,146,Chatou,19409,14106,13793,78,513,3708,106,0,424,1230,4987,0,1512,0,1235
78,YVELINES,158,Le Chesnay,18726,14146,13947,75,342,3310,106,0,330,2074,4571,0,1830,0,1309
78,YVELINES,165,Les Clayes-sous-Bois,10297,7852,7648,89,989,2799,57,0,253,743,1458,0,724,0,536
78,YVELINES,172,Conflans-Sainte-Honorine,19917,14468,14105,140,962,5859,110,0,460,882,3234,0,995,0,1463
78,YVELINES,208,Elancourt,11740,9016,8815,54,498,3378,88,0,291,901,1850,0,1004,0,751
78,YVELINES,242,Fontenay-le-Fleury,7763,6025,5902,45,476,1879,46,0,194,542,1488,0,712,0,520
78,YVELINES,297,Guyancourt,6362,4998,4890,46,480,1875,29,0,172,420,973,0,495,0,400
78,YVELINES,311,Houilles,17743,14057,13737,115,1812,4188,72,0,478,921,3530,0,1068,0,1553
78,YVELINES,335,Limay,5852,4539,4399,78,620,1370,22,0,125,365,811,0,366,0,642
78,YVELINES,358,Maisons-Laffitte,14742,11843,11638,66,336,2764,78,0,299,1655,3567,0,1629,0,1244
78,YVELINES,361,Mantes-la-Jolie,19142,12733,12366,201,1123,3845,91,0,339,1051,2751,0,797,0,2168
78,YVELINES,362,Mantes-la-Ville,11174,8203,7902,138,1094,2795,59,0,265,409,1481,0,501,0,1160
78,YVELINES,372,Marly-le-Roi,11577,9065,8958,43,285,2956,199,0,265,980,2734,0,811,0,685
78,YVELINES,383,Maurepas,12548,9705,9502,97,588,3531,91,0,349,885,2066,0,1094,0,801
78,YVELINES,418,Montesson,6791,5291,5190,46,343,1491,216,0,157,544,1542,0,399,0,452
78,YVELINES,423,Montigny-le-Bretonneux,9837,8031,7911,50,433,3163,74,0,303,876,1368,0,1119,0,525
78,YVELINES,440,Les Mureaux,13367,9375,9051,206,1071,3130,56,0,293,521,1836,0,526,0,1412
78,YVELINES,481,Le Pecq,11797,8689,8567,51,269,2502,67,0,235,672,3278,0,750,0,743
78,YVELINES,490,Plaisir,12118,8769,8577,77,505,3312,84,0,274,823,1943,0,916,0,643
78,YVELINES,498,Poissy,20435,15258,14868,144,1626,4748,89,0,364,1024,4070,0,1103,0,1700
78,YVELINES,517,Rambouillet,14500,11186,10896,126,576,3351,107,0,363,766,3493,0,1280,0,834
78,YVELINES,545,Saint-Cyr-l'Ecole,9824,7118,6959,72,1129,2128,73,0,243,643,1447,0,610,0,614
78,YVELINES,551,Saint-Germain-en-Laye,25577,19181,18870,115,600,4543,131,0,457,1128,9037,0,1371,0,1488
78,YVELINES,586,Sartrouville,25976,19256,18809,187,2971,5587,117,0,538,1922,3580,0,1441,0,2466
78,YVELINES,621,Trappes,13133,8487,8193,174,1952,2534,54,0,223,983,932,0,456,0,885
78,YVELINES,640,Vélizy-Villacoublay,15012,12096,11824,85,631,3595,67,0,342,631,4734,0,837,0,902
78,YVELINES,642,Verneuil-sur-Seine,7735,5932,5790,34,447,2126,52,0,176,326,1633,0,468,0,528
78,YVELINES,646,Versailles,60033,46304,45596,334,1398,10425,329,0,1052,9049,13115,0,4878,0,5016
78,YVELINES,650,Le Vésinet,12022,9679,9572,37,120,1652,67,0,195,2671,3112,0,847,0,871
78,YVELINES,686,Viroflay,10618,8226,8072,46,325,2354,75,0,272,820,1863,0,1593,0,724
79,DEUX SEVRES,49,Bressuire,11707,9737,9190,391,207,2693,0,0,0,0,0,3581,1991,0,327
79,DEUX SEVRES,191,Niort,38297,28798,27763,649,1681,11707,0,0,0,0,0,11231,1317,0,1178
79,DEUX SEVRES,202,Parthenay,7912,6467,6073,127,190,2589,0,0,0,0,0,2284,688,0,195
79,DEUX SEVRES,329,Thouars,7775,5990,5733,230,411,2400,0,0,0,0,0,1893,567,0,232
80,SOMME,1,Abbeville,17515,13709,12820,449,2327,3651,0,0,341,0,0,4735,655,0,662
80,SOMME,16,Albert,7784,6213,5890,185,1064,1683,0,0,149,0,0,2285,248,0,276
80,SOMME,21,Amiens,77171,57352,55155,1236,8120,14775,0,0,1794,0,0,18509,4885,0,5836
80,SOMME,620,Péronne,5361,4354,4186,164,498,1307,0,0,84,0,0,1635,174,0,324
81,TARN,4,Albi,31707,25574,24587,0,2160,8485,0,0,838,4465,6213,0,0,453,1973
81,TARN,60,Carmaux,9169,7344,6974,0,1260,3099,0,0,187,1100,895,0,0,101,332
81,TARN,65,Castres,30337,25199,24212,0,1486,9011,0,0,621,1955,7374,0,0,378,3387
81,TARN,99,Gaillac,7687,6517,6109,0,358,1892,0,0,146,2042,704,0,0,91,876
81,TARN,105,Graulhet,8837,7508,7073,0,617,2529,0,0,185,861,2060,0,0,91,730
81,TARN,163,Mazamet,8878,7532,7273,0,304,2403,0,0,159,975,2285,0,0,133,1014
82,TARN ET GARONNE,33,Castelsarrasin,8194,6527,6171,0,805,0,969,1664,0,0,0,2164,0,0,569
82,TARN ET GARONNE,112,Moissac,8723,6992,6640,0,406,0,708,2540,0,0,0,2251,0,0,735
82,TARN ET GARONNE,121,Montauban,32693,26760,25642,0,1583,0,3129,8127,0,0,0,10249,0,0,2554
83,VAR,23,Brignoles,6964,5592,5398,0,650,1136,0,81,123,2129,342,0,0,0,937
83,VAR,50,Draguignan,18880,15371,14841,0,889,3961,0,1335,365,4689,1468,0,0,0,2134
83,VAR,61,Fréjus,22818,16779,16344,0,795,3200,0,166,323,7711,1066,0,0,0,3083
83,VAR,62,La Garde,13697,10887,10555,0,1958,2038,0,228,241,3196,847,0,0,0,2047
83,VAR,69,Hyères,30408,23776,22846,0,1599,5050,0,434,583,7939,2996,0,0,0,4245
83,VAR,90,Ollioules,6458,5038,4872,0,538,1181,0,75,125,1644,460,0,0,0,849
83,VAR,118,Saint-Raphaël,20074,15757,15310,0,683,3005,0,163,281,4570,3750,0,0,0,2858
83,VAR,123,Sanary-sur-Mer,10295,7829,7633,0,459,1540,0,148,164,3038,768,0,0,0,1516
83,VAR,126,La Seyne-sur-Mer,39889,30334,29484,0,6764,5456,0,453,684,8948,2341,0,0,0,4838
83,VAR,129,Six-Fours-les-Plages,20024,15221,14781,0,1215,3214,0,452,359,5090,1279,0,0,0,3172
83,VAR,137,Toulon,117311,86422,84430,0,8195,18187,0,1181,2025,30485,7323,0,0,0,17034
83,VAR,144,La Valette-du-Var,12528,9629,9390,0,880,2119,0,255,211,3134,851,0,0,0,1940
84,VAUCLUSE,3,Apt,7749,5865,5554,0,351,1513,108,0,188,0,0,1873,252,0,1269
84,VAUCLUSE,7,Avignon,52767,42779,40864,0,3652,12723,469,0,1352,0,0,12711,1322,0,8635
84,VAUCLUSE,19,Bollène,8602,6569,6223,0,1183,1734,55,0,176,0,0,1606,240,0,1229
84,VAUCLUSE,31,Carpentras,16663,12428,11848,0,845,2894,119,0,351,0,0,5022,297,0,2320
84,VAUCLUSE,35,Cavaillon,13659,10950,10253,0,929,2785,134,0,324,0,0,3413,437,0,2231
84,VAUCLUSE,54,L'Isle-sur-la-Sorgue,9164,7350,7045,0,793,1961,63,0,224,0,0,2237,218,0,1549
84,VAUCLUSE,87,Orange,16569,13050,12560,0,894,3441,102,0,340,0,0,4404,483,0,2896
84,VAUCLUSE,89,Pertuis,8713,7174,6895,0,727,1892,55,0,199,0,0,2453,247,0,1322
84,VAUCLUSE,92,Le Pontet,8734,7134,6881,0,629,1932,78,0,267,0,0,1964,386,0,1625
84,VAUCLUSE,129,Sorgues,10051,7991,7650,0,1769,1510,56,0,196,0,0,2028,236,0,1855
85,VENDEE,47,Challans,9757,7491,7060,0,271,1799,118,0,352,0,0,3296,808,0,416
85,VENDEE,92,Fontenay-le-Comte,9060,7253,6911,0,297,2158,111,0,295,0,0,2458,1265,0,327
85,VENDEE,109,Les Herbiers,8361,6838,6542,0,92,1061,43,0,267,0,0,2112,2791,0,176
85,VENDEE,128,Luçon,6138,5006,4715,0,210,1754,151,0,123,0,0,1816,419,0,242
85,VENDEE,191,La Roche-sur-Yon,29263,23496,22577,0,918,9157,290,0,915,0,0,8466,1989,0,842
85,VENDEE,194,Les Sables-d'Olonne,13110,9646,9245,0,514,2511,165,0,288,0,0,4192,611,0,964
86,VIENNE,66,Châtellerault,24452,18532,17783,381,1978,6297,0,0,0,0,0,7741,0,0,1386
86,VIENNE,194,Poitiers,45263,33623,32400,1247,2370,12322,0,0,0,0,0,14754,0,0,1707
87,HAUTE VIENNE,85,Limoges,85211,69597,65554,1091,9439,24203,0,0,2454,0,0,21618,3582,0,3167
87,HAUTE VIENNE,154,Saint-Junien,8828,7292,6761,161,1387,2469,0,0,242,0,0,1957,304,0,241
88,VOSGES,160,Epinal,23259,17668,16898,200,730,5133,0,0,796,1313,6991,0,265,0,1470
88,VOSGES,196,Gérardmer,6298,4992,4731,179,659,1215,0,0,234,240,1844,0,64,0,296
88,VOSGES,383,Remiremont,6041,4725,4499,46,157,1110,0,0,164,179,2499,0,48,0,296
88,VOSGES,413,Saint-Dié,15586,11588,11013,121,637,3964,0,0,422,974,3882,0,123,0,890
89,YONNE,24,Auxerre,22268,16613,15963,0,1132,5064,0,0,0,0,0,7872,466,0,1429
89,YONNE,206,Joigny,6223,4653,4465,0,333,1182,0,0,0,0,0,2153,187,0,610
89,YONNE,387,Sens,15480,11725,11107,0,1356,2974,0,0,0,0,0,4517,640,0,1620
90,TERRITOIRE DE BELFORT,10,Belfort,29098,22504,21633,1257,1684,8372,0,0,0,0,0,7426,0,0,2894
91,ESSONNE,27,Athis-Mons,16654,12288,11985,182,1451,3665,0,0,426,1357,2891,0,670,0,1343
91,ESSONNE,103,Brétigny-sur-Orge,11244,8856,8597,144,1280,2544,0,0,382,772,2413,0,383,0,679
91,ESSONNE,114,Brunoy,15463,11796,11509,107,759,3327,0,0,516,1556,2820,0,1191,0,1233
91,ESSONNE,161,Chilly-Mazarin,10265,7758,7587,84,499,2561,0,0,264,982,1908,0,548,0,741
91,ESSONNE,174,Corbeil-Essonnes,20583,14713,14288,193,3917,2818,0,0,411,665,1193,0,3963,0,1128
91,ESSONNE,201,Draveil,16471,12312,11980,168,1349,3737,0,0,438,1611,2175,0,1378,0,1124
91,ESSONNE,215,Epinay-sous-Sénart,7008,4729,4575,89,501,1464,0,0,200,505,1093,0,209,0,514
91,ESSONNE,223,Etampes,11145,8461,8123,115,2085,1653,0,0,278,1316,1615,0,412,0,649
91,ESSONNE,228,Evry,16077,11449,11154,134,799,4320,0,0,535,1394,2230,0,697,0,1045
91,ESSONNE,272,Gif-sur-Yvette,11787,9533,9385,55,463,2855,0,0,390,1093,3598,0,434,0,497
91,ESSONNE,286,Grigny,10151,7386,7183,114,1491,1930,0,0,280,689,1444,0,408,0,827
91,ESSONNE,312,Igny,6418,5111,4995,56,825,1461,0,0,216,681,1061,0,277,0,418
91,ESSONNE,326,Juvisy-sur-Orge,8395,6364,6214,68,441,2117,0,0,202,902,1412,0,399,0,673
91,ESSONNE,345,Longjumeau,10201,7654,7434,118,575,2577,0,0,332,933,1426,0,767,0,706
91,ESSONNE,377,Massy,23834,17155,16730,206,1701,6385,0,0,966,2002,3306,0,679,0,1485
91,ESSONNE,386,Mennecy,6957,5406,5298,34,292,1457,0,0,204,819,1491,0,528,0,473
91,ESSONNE,421,Montgeron,14704,11260,10853,125,751,3309,0,0,447,1251,2947,0,884,0,1139
91,ESSONNE,432,Morangis,6507,4900,4760,64,457,1520,0,0,181,575,1078,0,362,0,523
91,ESSONNE,434,Morsang-sur-Orge,12522,9203,8961,105,2101,2219,0,0,337,1166,1639,0,516,0,878
91,ESSONNE,471,Orsay,10342,7878,7731,68,529,2802,0,0,395,1641,1360,0,399,0,537
91,ESSONNE,477,Palaiseau,19193,14660,14302,136,2656,4161,0,0,670,1700,3229,0,633,0,1117
91,ESSONNE,521,Ris-Orangis,16192,11782,11484,138,1362,3732,0,0,387,1337,2460,0,920,0,1148
91,ESSONNE,549,Sainte-Geneviève-des-Bois,17830,13537,13125,130,2486,3656,0,0,460,1748,2732,0,690,0,1223
91,ESSONNE,570,Saint-Michel-sur-Orge,12736,9265,9010,98,927,3054,0,0,401,1325,1944,0,531,0,730
91,ESSONNE,589,Savigny-sur-Orge,16077,11449,11154,134,799,4320,0,0,535,1394,2230,0,697,0,1045
91,ESSONNE,645,Verrières-le-Buisson,9713,7851,7669,68,437,2249,0,0,436,1261,2140,0,435,0,643
91,ESSONNE,657,Vigneux-sur-Seine,14780,10230,9924,151,1929,2790,0,0,363,798,1947,0,822,0,1124
91,ESSONNE,687,Viry-Chatillon,17932,12774,12444,157,1181,3671,0,0,395,1853,2534,0,1210,0,1443
91,ESSONNE,691,Yerres,17363,13481,13128,140,1163,4418,0,0,535,1260,3408,0,903,0,1301
91,ESSONNE,692,Les Ulis,11281,8610,8342,130,883,3402,0,0,388,979,1432,0,370,0,758
92,HAUTS DE SEINE,2,Antony,36492,27782,27133,726,3228,8520,0,0,631,3787,7436,0,0,0,2805
92,HAUTS DE SEINE,4,Asnières-sur-Seine,41234,30057,29423,756,1956,7836,0,0,665,4429,9114,0,0,0,4667
92,HAUTS DE SEINE,7,Bagneux,23620,15824,15382,531,3703,4614,0,0,410,1498,3047,0,0,0,1579
92,HAUTS DE SEINE,9,Bois-Colombes,15593,12145,11857,280,706,3040,0,0,311,1969,3809,0,0,0,1742
92,HAUTS DE SEINE,12,Boulogne-Billancourt,60144,46192,45325,793,2383,11009,0,0,879,7981,17705,0,0,0,4575
92,HAUTS DE SEINE,14,Bourg-la-Reine,12472,9728,9538,228,425,2784,0,0,275,2015,2878,0,0,0,933
92,HAUTS DE SEINE,19,Châtenay-Malabry,17289,12942,12617,370,1145,4359,0,0,374,2004,3180,0,0,0,1185
92,HAUTS DE SEINE,20,Châtillon,14625,11896,11630,288,1498,3404,0,0,283,1035,4124,0,0,0,998
92,HAUTS DE SEINE,22,Chaville,11775,9207,9006,212,632,2825,0,0,276,1902,2278,0,0,0,881
92,HAUTS DE SEINE,23,Clamart,31331,24136,23545,655,2204,7319,0,0,640,4325,5992,0,0,0,2410
92,HAUTS DE SEINE,24,Clichy,24835,18154,17637,488,2104,6329,0,0,333,1531,4333,0,0,0,2519
92,HAUTS DE SEINE,25,Colombes,44373,34062,33130,1037,6786,8047,0,0,775,4229,7797,0,0,0,4459
92,HAUTS DE SEINE,26,Courbevoie,32951,26864,26351,570,1453,6763,0,0,528,7769,6077,0,0,0,3191
