Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,20 Pourcentage aux exprimés
31,HAUTE-GARONNE,2,110647,71198,70268,930,"64,35%",F,PODGORNY,ELISABETH,LUTTE OUVRIERE,EXG,309,N,M,TERRIE,JULIEN,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1977,N,F,SATGE SANGELY,DOMINIQUE,PARTI COMMUNISTE FRANCAIS,COM,1941,N,M,BAPT,GERARD,PARTI SOCIALISTE,SOC,24733,O,M,COPPEY,STEPHANE,LES VERTS,ECO,2793,N,M,BERTRAND,THIERRY,UDF - MOUVEMENT DEMOCRATE,MODEM,5982,N,F,DAMIN,DANIELE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,25587,O,F,CARSALADE,MAITHE,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,2795,N,M,COUVERT,GERARD,SANS ETIQUETTE,DVD,83,N,M,SALVADOR,DAVID,MOUVEMENT POUR LA FRANCE,DVD,598,N,M,RIEY,PHILIPPE,FRONT NATIONAL,FRN,2336,N,M,CAMPELS,MARCEL,CHASSE PECHE NATURE TRADITIONS,DIV,576,N,M,RAICH,ROBERT,PARTI HUMANISTE,DIV,6,N,M,BICKEL,RENE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,STROBEL,ROGER,LA FRANCE EN ACTION,DIV,552,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,3,85676,55642,54905,737,"64,94%",M,LASERGE,MICHEL,LUTTE OUVRIERE,EXG,272,N,F,MARTIN,MYRIAM,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1817,N,F,FAISANS,NATHALIE,GAUCHE POPULAIRE ET ANTILIBERALE SOUTENUE PAR PCF,COM,1439,N,M,COHEN,PIERRE,PARTI SOCIALISTE,SOC,20550,O,M,AREVALO,HENRI,LES VERTS,ECO,2823,N,M,URGELL,CHARLES,UDF - MOUVEMENT DEMOCRATE,MODEM,5080,N,F,DANEN,MARIE-CLAIRE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15861,O,M,BELIN,JEAN-MARIE,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,3619,N,M,CROS,JEAN-PAUL,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,573,N,M,MANAUD,FRANCIS,DEBOUT LA REPUBLIQUE,DVD,130,N,M,LAROZE,SERGE,FRONT NATIONAL,FRN,1793,N,M,HERNANDEZ,CHRISTIAN,CHASSE PECHE NATURE TRADITIONS,DIV,436,N,F,BARITEL,FRANCOISE,PARTI HUMANISTE,DIV,9,N,M,GARCIA,CYRILLE,LA FRANCE EN ACTION,DIV,503,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,4,55578,32286,31945,341,"58,09%",M,ROIG,ROBERT,LUTTE OUVRIERE,EXG,141,N,M,SIMON,FRANCOIS,GAUCHE ALTERNATIVE 2007,EXG,2111,N,F,NEUVILLE,MARIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,988,N,F,DURRIEU,MONIQUE,PARTI COMMUNISTE FRANCAIS,COM,956,N,F,MARTINEL,MARTINE,PARTI SOCIALISTE,SOC,9271,O,M,COTELLE,THIERRY,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,219,N,M,ETELIN,CHRISTIAN,GAUCHE INDEPENDANTE,DVG,610,N,F,CHARLES,DANIELLE,LES VERTS,ECO,1245,N,M,GALLEGO,ANDRE,UDF MOUVEMENT DEMOCRATE,MODEM,3005,N,M,DIEBOLD,JEAN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11807,O,M,ROUZET,PHILIPPE,ALTERNATIVE LIBERALE,DVD,93,N,F,GUERIN,MICHELE,FRONT NATIONAL,FRN,1008,N,M,COUDERT,CHRISTOPHE,PARTI HUMANISTE,DIV,24,N,F,GAILLOT,MARIE-LAURENCE,PARTI BLANC,DIV,239,N,F,JOSEPH,HELENE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,GUIN,FABRICE,LA FRANCE EN ACTION,DIV,228,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,5,138363,87568,86035,1533,"63,29%",F,PUEL,MICHELE,LUTTE OUVRIERE,EXG,804,N,M,MARTY,LAURENT,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,2482,N,M,MENEN,DELIO,PARTI COMMUNISTE FRANCAIS,COM,2075,N,F,IMBERT,FRANCOISE,PARTI SOCIALISTE,SOC,33092,O,F,SAUVAIRE,GEORGETTE,LES VERTS,ECO,2454,N,F,BONIFASSI,AURORE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,975,N,M,BONIFASSI,ALAIN,DIVERS,ECO,1,N,M,BROQUERE,GILLES,UDF - MOUVEMENT DEMOCRATE,MODEM,8153,N,M,CARNEIRO,GREGOIRE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,29972,O,F,DELON,VANESSA,MOUVEMENT POUR LA FRANCE,DVD,1026,N,M,SOEUR,CHARLES,FRONT NATIONAL,FRN,2975,N,M,BEL,JOSYAN,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",EXD,450,N,F,JAU BOUSCAREL,ISABELLE,CHASSE PECHE NATURE TRADITIONS,DIV,933,N,M,PLANTEY,FRANCK,PARTI HUMANISTE,DIV,11,N,M,DECARITE,REGIS,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,LE SEACH,JEAN-LUC,LA FRANCE EN ACTION,DIV,632,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,6,130034,80825,79388,1437,"62,16%",F,TORREMOCHA,SANDRA,LUTTE OUVRIERE,EXG,584,N,F,ROUSSE YAHIAOUI,CHRISTINE,GAUCHE ALTERNATIVE 2007,EXG,1719,N,F,MIQUEL,MARTHE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,2079,N,M,EL BACHIR,MOHAMED,GAUCHE POPULAIRE ET ANTILIBERALE SOUTENUE PAR PCF,COM,2160,N,F,IBORRA,MONIQUE,PARTI SOCIALISTE,SOC,26422,O,M,MAHMOUD,ADEEB,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,223,N,F,RIVIERE TOMASI,SYLVIE,GENERATION ECOLOGIE,ECO,1028,N,M,LAMBEAUX,OLIVIER,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,980,N,F,HUSSON,ELISABETH,UDF - MOUVEMENT DEMOCRATE,MODEM,8042,N,F,DE VEYRINAS,FRANCOISE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,29020,O,M,DARRICAU,JEAN-MARC,DEBOUT LA REPUBLIQUE,DVD,250,N,M,ROQUES,SYLVAIN,MOUVEMENT POUR LA FRANCE,DVD,1031,N,F,MARIES,ARTEMISA,FRONT NATIONAL,FRN,3006,N,F,MANDOU,MARIAM,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",EXD,438,N,F,TARIOL,MARTINE,CHASSE PECHE NATURE TRADITIONS,DIV,674,N,F,PINCE,MARIE,PARTI OCCITAN,DIV,934,N,M,MOHAND CHERIF,RACHID,PARTI HUMANISTE,DIV,36,N,M,HOLLANDER,BRUNO,SANS ETIQUETTE,DIV,194,N,F,ESCUDIE,JACQUELINE,LA FRANCE EN ACTION,DIV,568,N,,,,,,,,
31,HAUTE-GARONNE,7,121352,80152,78374,1778,"66,05%",M,BRESSOLLES,PATRICK,PARTI DES TRAVAILLEURS,EXG,380,N,F,FLORENTIE,ANNE-MARIE,LUTTE OUVRIERE,EXG,682,N,M,OUKZIZ,KHALID,GAUCHE ALTERNATIVE 2007,EXG,1510,N,M,AUDOIN,JEAN-MICHEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,2481,N,M,ARELLANO,MARC,GAUCHE POPULAIRE ET ANTILIBERALE SOUTENUE PAR PCF,COM,2409,N,M,LEMASLE,PATRICK,PARTI SOCIALISTE,SOC,28379,O,F,EMERY,FRANCOISE,LES VERTS,ECO,2536,N,F,GODARD,MARIE-HELENE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,1004,N,M,GAUTIER,ERIC,UNION POUR LA DEMOCRATIE FRANCAISE,MODEM,6219,N,M,BASTIANI,JEAN-PIERRE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,26916,O,F,PUERTAS,PATRICIA,MOUVEMENT POUR LA FRANCE,DVD,1006,N,M,DELAMARE,ARMAND,FRONT NATIONAL,FRN,2832,N,M,WACHEUX,CHRISTIAN,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",EXD,396,N,F,LAMBOLEY,YOLANDE,CHASSE PECHE NATURE TRADITIONS,DIV,985,N,M,GUTIERREZ,OLIVIER,PARTI HUMANISTE,DIV,3,N,M,FICHOT,JEAN-MARIE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,PROME,PIERRE,LA FRANCE EN ACTION,DIV,636,N,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,8,82836,52824,51499,1325,"63,77%",F,GUIRAUD,MARTINE,LUTTE OUVRIERE,EXG,321,N,F,DEPOUZIER,ELSA,GAUCHE ALTERNATIVE 2007,EXG,888,N,F,VENCO,KATIA,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,950,N,F,MARQUERIE,CORINNE,GAUCHE POPULAIRE ET ANTILIBERALE SOUTENUE PAR PCF,COM,1657,N,M,IDIART,JEAN-LOUIS,PARTI SOCIALISTE,SOC,20813,O,F,SARRADET,JOSETTE,PARTI RADICAL DE GAUCHE,PRG,2847,N,M,ROUX,MICHEL,LES VERTS,ECO,1085,N,F,MONDAIN,CHANTAL,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,431,N,M,CASTEX,JEAN-BERNARD,UDF - MOUVEMENT DEMOCRATE,MODEM,4422,N,F,BOULET RIBET,FRANCOISE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14291,O,M,SAFORCADA,DAVID,BONAPARTISTE,DVD,179,N,F,VOLOSCENKO,NADINE,FRONT NATIONAL,FRN,1724,N,M,BENOIT,MARC,"MNR - CONTRE L'IMMIGRATION-ISLAMISATION, L'INSECURITE",EXD,274,N,M,VALETTE,GERARD,CHASSE PECHE NATURE TRADITIONS,DIV,935,N,M,BONNET,PHILIPPE,PARTI DE LA NATION OCCITANE,DIV,216,N,M,ATTARD,CLAUDE,PARTI HUMANISTE,DIV,0,N,M,LEZERAC,MICHEL,LA FRANCE EN ACTION,DIV,466,N,,,,,,,,,,,,,,,,,,,,,,
32,GERS,1,72235,48469,47212,1257,"67,1%",F,BARTHELEMY,CLOTILDE,LUTTE OUVRIERE,EXG,238,N,M,FALCO,JEAN,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,728,N,M,CARPONCY,MARC,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,920,N,M,SALLES,MAURICE,PARTI COMMUNISTE FRANCAIS,COM,1860,N,M,MARTIN,PHILIPPE,PARTI SOCIALISTE,SOC,19912,O,F,ADDA,FATMA,LES VERTS,ECO,1123,N,F,COLLGROS,RENEE,GENERATION ECOLOGIE,ECO,394,N,M,GESTA,DANIEL,UDF - MOUVEMENT DEMOCRATE,MODEM,4591,N,F,MOUCHET,ANNE-MARIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14829,O,M,FLAMBARD,JEAN-JACQUES,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,151,N,F,DE FRANCLIEU,DOUCE,ALTERNATIVE LIBERALE,DVD,180,N,F,DE LAMAESTRE,MARIE-CATHERINE,MOUVEMENT POUR LA FRANCE,DVD,794,N,F,GENNESSON,MICHELINE,FRONT NATIONAL,FRN,1207,N,M,CLERCMIDY,JEAN,LA FRANCE EN ACTION,DIV,285,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,GERS,2,68540,46552,45464,1088,"67,92%",F,VIAU,MARIE-MICHELE,LUTTE OUVRIERE,EXG,263,N,F,JULLIAN,NICOLE,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,334,N,F,LASSERRE,JANINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,939,N,F,DELLAC,MARYSE,PARTI COMMUNISTE FRANCAIS,COM,1383,N,F,BIEMOURET,GISELE,PARTI SOCIALISTE,SOC,11818,O,M,VALL,RAYMOND,PARTI RADICAL DE GAUCHE,PRG,4172,N,M,CHEYMOL,ALAIN,LES VERTS,ECO,1105,N,F,CRISPEL,VICTOIRE,UDF - MOUVEMENT DEMOCRATE,MODEM,3485,N,M,DUBRAC,GERARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17276,O,M,DULONG,PIERRE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,1042,N,M,BEGUE,DANIEL,MOUVEMENT POUR LA FRANCE,DVD,529,N,M,DE PREAUDET,JEAN,FRONT NATIONAL,FRN,1462,N,M,TOUHE-RUMEAU,CHRISTIAN,CHASSE PECHE NATURE TRADITIONS,DIV,1142,N,F,TERRAIN,BLANDINE,PARTI OCCITAN,DIV,193,N,F,GUIN,VERONIQUE,LA FRANCE EN ACTION,DIV,321,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,1,82500,51208,50698,510,"62,07%",M,LACOSTE,DENIS,LUTTE OUVRIERE,EXG,287,N,F,LARROQUET,ISABELLE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1271,N,M,MAURIN,VINCENT,PARTI COMMUNISTE FRANCAIS,COM,1633,N,F,DESAIGUES,BEATRICE,PARTI SOCIALISTE,SOC,12874,O,M,LASAYGUES,MARC,LES VERTS,ECO,1860,N,F,FAYET,VERONIQUE,UDF MOUVEMENT DEMOCRATE,MODEM,7112,N,F,BOURRAGUE,CHANTAL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22718,O,F,BERTHAUD,MICHELINE,MOUVEMENT POUR LA FRANCE,DVD,736,N,F,COLOMBIER,VALERIE,FRONT NATIONAL,FRN,1528,N,M,HOERNER,MARCEL,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,COUDRAY,JEAN-LUC,DIVERS,DIV,365,N,F,GARUZ,MICHELINE,LA FRANCE EN ACTION,DIV,314,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,2,60329,36472,36178,294,"60,46%",M,DUPONT,GUY,LUTTE OUVRIERE,EXG,178,N,M,BICHINDARITZ,EMMANUEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1012,N,F,VILMONT,VERONIQUE,GAUCHE UNITAIRE ANTILIBERALE,COM,694,N,F,DELAUNAY,MICHELE,PARTI SOCIALISTE,SOC,11346,O,F,LOZANO,ROSE-MARIE,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,104,N,M,HURMIC,PIERRE,LES VERTS,ECO,2471,N,M,GUINARD,LUDOVIC,UDF MOUVEMENT DEMOCRATE,MODEM,3006,N,M,JUPPE,ALAIN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15822,O,M,ALFANDARI,BRUNO,SANS ETIQUETTE,DVD,212,N,M,BUGEAU,CHRISTOPHE,MOUVEMENT POUR LA FRANCE,DVD,75,N,M,COLOMBIER,JACQUES,FRONT NATIONAL,FRN,1036,N,F,DOREY,VALERIE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,1,N,M,LACUBE,JACQUES,LA FRANCE EN ACTION,DIV,221,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,3,72243,45293,44510,783,"62,7%",M,PINTO BICHO,PIERRE,LUTTE OUVRIERE,EXG,311,N,M,BROSSE,PATRICK,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1407,N,M,PARIS,JEAN-JACQUES,PARTI COMMUNISTE FRANCAIS,COM,3900,N,M,JOLY,FRANCOIS,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,522,N,M,MAMERE,NOEL,LES VERTS,ECO,17725,O,M,FORSANS,XAVIER,GENERATION ECOLOGIE,ECO,463,N,F,LIRE,MARIE-FRANCOISE,UDF - MOUVEMENT DEMOCRATE,MODEM,4740,N,F,VIGNE,ELISABETH,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12650,O,M,BREILLAT,JACQUES,DEBOUT LA REPUBLIQUE,DVD,379,N,M,JOUVENOT,JEAN-PHILIPPE,MOUVEMENT POUR LA FRANCE,DVD,640,N,M,LAGRAVE,ARNAUD,FRONT NATIONAL,FRN,1358,N,F,ORS,DANIELLE,LA FRANCE EN ACTION,DIV,415,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,4,82735,49223,48507,716,"59,49%",M,MAUGET,DENIS,PARTI DES TRAVAILLEURS,EXG,199,N,F,BRIVARY,ANNE-ISABELLE,LUTTE OUVRIERE,EXG,413,N,F,HERAUD,CHRISTINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1362,N,M,GUICHARD,MAX,PARTI COMMUNISTE FRANCAIS,COM,1989,N,F,LACUEY,CONCHITA,PARTI SOCIALISTE,SOC,19649,O,F,BOUTHEAU,MARIE-CHRISTINE,LES VERTS,ECO,1213,N,F,DELLUC,SYLVIE,MOUVEMENT HOMMES-ANIMAUX-NATURE : MHAN,ECO,350,N,F,JACQUET,ANNE-LISE,UDF - MOUVEMENT DEMOCRATE,MODEM,3728,N,F,DELATTRE,NATHALIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14925,O,M,GUICHARD,ALAIN,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,955,N,F,HINAULT,STERENN,MOUVEMENT POUR LA FRANCE,DVD,455,N,F,RENUCCI,DOMINIQUE,FRONT NATIONAL,FRN,1889,N,F,LADRAT,COLETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,265,N,M,MONTELS,JEAN-LUC,CHASSE PECHE NATURE TRADITIONS,DIV,868,N,M,ZALIO,CHRISTOPHE,LA FRANCE EN ACTION,DIV,247,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,5,95595,59700,58524,1176,"62,45%",M,PERCHET,GUILLAUME,LUTTE OUVRIERE,EXG,502,N,M,POUTOU,PHILIPPE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1582,N,F,CIMBRON,CONCHITA,PARTI COMMUNISTE FRANCAIS,COM,1632,N,F,GOT,PASCALE,PARTI SOCIALISTE,SOC,16450,O,M,SAUBUSSE,STEPHANE,LES VERTS,ECO,2209,N,M,TARIS,JOAN,UDF MOUVEMENT DEMOCRATE,MODEM,6276,N,M,REGERE,JEAN-FRANCOIS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22832,O,M,GENESTINE,ALAIN,ALTERNATIVE LIBERALE,DVD,87,N,F,BOISSEL,NICOLE,MOUVEMENT POUR LA FRANCE,DVD,717,N,M,LEMOINE,DENIS,FRONT NATIONAL,FRN,2437,N,M,MICHAELY,GUY,MOUVEMENT NATIONAL REPUBLICAIN,EXD,274,N,M,SEGUY,JEAN-FRANCIS,CHASSE PECHE NATURE TRADITIONS,DIV,3164,N,M,LACUBE,DAVID,LA FRANCE EN ACTION,DIV,362,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,6,89294,57405,56705,700,"64,29%",F,MALATY,NELLY,LUTTE OUVRIERE,EXG,361,N,M,BENABEN,JEAN-MARIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1529,N,F,ISTE,MICHELLE,PARTI COMMUNISTE FRANCAIS,COM,1205,N,M,SAINTE MARIE,MICHEL,PARTI SOCIALISTE,SOC,21308,O,M,LHOMME,XAVIER,LES VERTS,ECO,2248,N,M,MANGON,JACQUES,UDF - MOUVEMENT DEMOCRATE,MODEM,6401,N,F,MUTTER,MARIE-HELENE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14963,O,M,MILLET,THIERRY,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,5789,N,M,GONZALEZ,BERNARD,DEBOUT LA REPUBLIQUE,DVD,240,N,M,MEYNIER,DIEDERIK,FRONT NATIONAL,FRN,1352,N,M,GROS,FRANCIS,MOUVEMENT NATIONAL REPUBLICAIN,EXD,182,N,F,MARCHAT,JENNIFER,CHASSE PECHE NATURE TRADITIONS,DIV,724,N,M,FITOUSSI,DANIEL,LA FRANCE EN ACTION,DIV,403,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,7,96647,62992,62187,805,"65,18%",M,DURAND,JEAN-PIERRE,LUTTE OUVRIERE,EXG,366,N,F,UFFERTE,ISABELLE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1778,N,F,DAGUERRE,CATHY,PARTI COMMUNISTE FRANCAIS,COM,1547,N,M,ROUSSET,ALAIN,PARTI SOCIALISTE,SOC,26170,O,F,CURVALE,LAURE,LES VERTS,ECO,2443,N,M,ARA,MATHIEU,UDF MOUVEMENT DEMOCRATE,MODEM,6117,N,F,DUFRANC,SYLVIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,19894,O,M,PIRES,CHARLES,MOUVEMENT POUR LA FRANCE,DVD,881,N,M,SORLIN,FABRICE,FRONT NATIONAL,FRN,1674,N,M,MASSIE,FREDERIC,CHASSE PECHE NATURE TRADITIONS,DIV,769,N,M,CANSIER,CHRISTOPHE,SANS ETIQUETTE,DIV,178,N,M,DESHUISSARD,ALAIN,LA FRANCE EN ACTION,DIV,370,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,8,119365,77884,76838,1046,"65,25%",F,TEXIER,SOLANGE,LUTTE OUVRIERE,EXG,453,N,F,NICOLAS,MONIQUE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1539,N,F,KOLLI,ANNE-MARIE,PARTI COMMUNISTE FRANCAIS,COM,1320,N,M,DELUGA,FRANCOIS,PARTI SOCIALISTE,SOC,24207,O,F,REZER SANDILLON,ELISABETH,LES VERTS,ECO,1961,N,F,METTE,SOPHIE,UDF-MOUVEMENT DEMOCRATE,MODEM,5272,N,F,DES ESGAULX DE NOLET,MARIE-HELENE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,36538,O,M,TAVEAU,FRANCOIS-REGIS,MOUVEMENT POUR LA FRANCE,DVD,663,N,F,CROIZIER,LYDIE,FRONT NATIONAL,FRN,2119,N,M,SALARDAINE,MICHEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,249,N,M,SEBIE,PHILIPPE,CHASSE PECHE NATURE TRADITIONS,DIV,1997,N,M,MEYNARD,CHRISTIAN,LA FRANCE EN ACTION,DIV,520,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,9,98811,64415,63339,1076,"65,19%",M,DELCAMP,JEAN-PHILIPPE,LUTTE OUVRIERE,EXG,590,N,M,VIMENEY,SAMUEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1605,N,M,AUGEY,PIERRE,PARTI COMMUNISTE FRANCAIS,COM,5363,N,F,FAURE,MARTINE,PARTI SOCIALISTE,SOC,19250,O,F,LAERNOES,JULIE,LES VERTS,ECO,2034,N,M,MEYNARD,PHILIPPE,UDF-MOUVEMENT DEMOCRATE,MODEM,5942,N,M,DUBOURG,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,19891,O,M,ORSONI,RAOUL,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,3319,N,F,VAURY,MARIE-THERESE,MOUVEMENT POUR LA FRANCE,DVD,748,N,F,DE BADEREAU,MIREILLE,FRONT NATIONAL,FRN,2284,N,M,JAMETTI,JEAN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,282,N,M,GRAULE,VINCENT,CHASSE PECHE NATURE TRADITIONS,DIV,1534,N,F,BOUCHER,DANIELLE,LA FRANCE EN ACTION,DIV,497,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
